miRNAs	10_S10	11_S11	12_S12	13_S13	14_S14	15_S15	16_S16	17_S17	18_S18	19_S19	1_S1	20_S20	21_S21	22_S22	23_S23	24_S24	25_S25	26_S26	27_S27	28_S28	29_S29	2_S2	30_S30	31_S31	32_S32	33_S33	34_S34	35_S35	36_S36	37_S37	38_S38	39_S39	3_S3	40_S40	41_S41	42_S42	43_S43	44_S44	45_S45	46_S46	47_S47	48_S48	49_S49	4_S4	50_S50	51_S51	52_S52	53_S53	54_S54	5_S5	6_S6	7_S7	8_S8	9_S9
hsa-miR-194-2-5p	63	95	45	87	89	51	40	37	6	172	57	7	1	20	4	23	13	1	0	45	4	47	43	18	71	5	33	185	24	77	23	32	271	25	9	38	33	21	42	43	108	30	30	151	73	6	0	82	12	0	2	125	55	90
hsa-miR-548aj-2-5p	6	2	0	4	13	5	5	4	0	3	2	0	2	1	1	0	2	0	0	2	2	3	2	3	2	1	1	1	0	0	3	1	13	0	0	2	1	0	0	1	0	1	1	4	0	0	0	2	0	0	0	5	7	2
hsa-miR-4531-3p	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6500-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6781-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-1252-3p	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-424-3p	291	187	56	164	183	152	172	154	69	123	145	99	17	24	8	21	59	5	0	175	34	217	127	638	906	85	385	1125	164	211	301	517	467	218	143	293	340	163	176	224	571	114	67	330	224	29	7	284	46	1	5	267	314	182
hsa-miR-5090-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4793-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5683-3p	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6716-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6818-5p	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-17-5p	6568	3937	2869	7952	8293	5320	5023	4408	660	7223	5569	761	531	3774	204	2347	3692	24	38	5081	293	4052	4472	1140	1362	374	541	5349	1001	2275	484	1248	34488	502	608	754	802	456	417	218	1391	522	470	15027	793	125	101	2535	260	24	58	8278	7234	7516
hsa-miR-1323-5p	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1
hsa-miR-3688-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-640-3p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-101-1-3p	21861	10483	10244	16773	18402	13825	3347	2099	1788	2810	13517	2978	1164	817	384	563	902	111	38	2431	1118	22497	2327	2962	4966	2183	3408	4637	3225	3349	5733	9233	17205	4795	6050	6221	4280	3277	1608	1458	2098	2048	1702	13924	2057	1046	159	2750	1684	444	65	15506	14500	18676
hsa-miR-3918-5p	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-8081-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6889-3p	1	2	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	2	1
hsa-miR-7-2-5p	5462	53868	21472	21015	20048	5950	5766	3536	1335	6405	7603	1915	1992	3187	299	2359	2755	71	56	4174	616	7942	3890	980	2330	902	3275	642	913	1285	844	3001	8445	1597	4628	1414	1782	1531	1049	559	800	556	826	4744	1492	160	146	1986	758	23	77	7948	5122	9897
hsa-miR-5009-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-943-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3928-5p	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-425-5p	1109	1522	952	2072	2565	1186	129	105	64	128	1202	55	44	40	8	70	55	4	6	128	38	833	145	596	1004	294	652	632	698	580	568	832	1330	497	602	838	511	682	615	347	916	367	510	1038	1099	96	11	505	286	6	8	1227	879	1239
hsa-miR-548i-1-5p	3	1	0	1	2	3	0	0	0	1	4	4	0	1	2	0	0	0	0	1	0	5	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	0	0	2	4	4
hsa-miR-96-5p	1125	553	467	885	1214	848	72	62	27	78	1439	29	18	19	8	20	27	2	4	58	38	507	64	404	1193	365	667	942	1098	1390	975	870	1277	767	1196	2501	232	279	395	180	306	161	335	1059	500	45	6	447	178	1	7	814	820	657
hsa-miR-501-3p	434	579	207	511	503	319	617	418	147	308	429	183	75	84	17	70	100	5	2	222	30	340	169	28	42	21	38	78	33	39	29	36	941	20	19	25	64	37	23	33	17	29	18	467	30	12	3	154	6	1	4	681	286	595
hsa-miR-4804-5p	0	2	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
hsa-miR-6086-3p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6745-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3610-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
hsa-miR-1271-3p	0	0	0	2	2	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
hsa-miR-550a-1-5p	46	73	24	58	43	22	12	15	1	11	19	9	3	2	1	8	3	0	0	6	3	33	16	1	7	1	8	5	0	5	4	3	62	3	1	2	7	4	7	4	5	6	4	73	6	0	1	6	2	1	0	61	23	47
hsa-miR-624-5p	7	4	3	5	6	5	4	0	1	3	4	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	4	0	2	0	0	0	2	0	0	1	0	5	2	0	0	1	0	0	0	3	4	3
hsa-miR-4751-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-183-3p	22	13	6	12	10	6	5	13	1	3	7	4	0	2	0	0	1	0	0	7	2	9	4	0	5	6	10	14	5	25	3	3	49	3	4	5	2	1	1	2	3	2	5	18	8	3	0	18	2	0	0	14	11	11
hsa-miR-3692-5p	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4423-5p	3	1	2	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	2	2
hsa-miR-4656-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-890-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-489-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6724-1-5p	3	0	0	4	3	2	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	4	1	1	5	1	1	0	5	5	4	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	3	0	2
hsa-miR-940-3p	15	13	12	12	22	22	2	6	1	2	11	0	1	2	1	0	0	0	0	0	1	3	0	1	5	0	2	3	2	4	1	5	18	0	1	0	0	2	0	1	4	2	2	14	2	0	1	4	0	0	0	15	3	9
hsa-miR-138-2-5p	31	28	23	30	74	47	10	13	14	17	71	6	6	5	3	0	1	0	0	3	0	18	5	1	1	0	1	0	0	1	1	0	63	0	0	0	1	0	3	0	0	0	0	30	0	1	0	0	0	0	0	38	31	30
hsa-miR-429-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4791-5p	413	247	224	350	187	277	45	107	23	172	323	12	29	115	6	52	41	2	0	15	8	348	11	212	284	249	250	329	65	275	150	164	783	95	60	174	45	71	22	69	31	54	58	492	43	458	4	80	633	1	3	410	244	542
hsa-miR-2682-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3195-5p	26	3	0	15	0	0	4	1	0	2	7	0	4	0	0	0	3	0	0	16	5	3	15	66	25	6	26	37	29	47	10	56	21	16	26	4	1	1	0	3	0	0	0	17	1	0	0	1	0	0	0	31	17	25
hsa-miR-495-3p	1	1	1	0	0	0	2	3	2	0	1	1	1	1	0	0	2	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	6	0	10	3	6	3	4	0	3	0	11	0	0	8	2	0	0	0	0	0
hsa-let-7a-2-5p	3655	3180	1097	4858	2697	1746	945	1541	493	1567	3521	604	304	310	106	464	630	79	32	1777	601	4891	2460	6198	38509	15004	23131	49182	18570	45113	13193	15283	17506	10650	12750	14566	14683	11312	11771	11166	10364	8128	7739	8577	12142	2102	79	42995	6273	104	127	13358	5346	5325
hsa-miR-4525-5p	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6501-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548h-2-3p	4	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	9	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-6825-5p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-583-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-103a-2-3p	11596	12296	4420	20808	13965	8156	4893	5701	930	7207	9301	1293	416	1238	90	2227	2180	69	71	6607	589	12747	5514	3560	8212	3543	5044	27696	5981	22319	3749	4769	99231	3550	2788	5063	1943	1831	1465	967	3604	1815	1976	34708	3444	370	134	9925	1046	79	231	21495	10703	19789
hsa-miR-3196-5p	5	0	0	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	5	3	2	2	4	1	3	3	5	3	0	2	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	2	2	2
hsa-miR-6075-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548p-3p	21	18	21	15	20	11	4	4	2	6	12	1	4	1	3	1	2	0	0	0	2	26	4	0	4	1	1	0	2	1	0	5	12	2	5	4	4	7	6	1	4	2	1	10	6	0	0	2	1	0	0	15	12	12
hsa-miR-514a-3-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-873-5p	2	0	2	1	1	1	4	1	0	3	0	1	0	1	0	0	1	0	0	0	2	0	0	3	13	3	11	7	8	9	10	8	6	6	6	13	23	18	18	33	23	46	13	5	25	2	0	34	4	1	0	5	0	2
hsa-miR-223-3p	0	0	0	0	0	0	0	1	0	3	0	1	3	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-1184-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-6882-3p	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3197-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518c-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-934-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-3650-5p	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3187-5p	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	1	1
hsa-miR-3591-5p	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-197-5p	1	3	0	1	1	0	0	0	0	1	0	1	3	1	0	1	1	0	0	0	0	0	0	0	1	0	3	0	0	1	0	1	2	0	1	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	3
hsa-miR-3193-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3661-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-887-5p	1	0	1	8	3	3	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	6
hsa-miR-1234-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3605-5p	0	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	2	0	2	0	0	1	0	0	1	4	0	0	3	1	0	3	1	5	1	0	3	0	0	0	3	0	0
hsa-miR-545-3p	9	4	5	3	4	2	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	1	0	3	0	0	3	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	8	4	0
hsa-miR-3941-5p	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
hsa-miR-5682-5p	0	3	5	2	5	3	0	1	0	2	3	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	5	4	8
hsa-miR-1294-5p	2	5	1	0	1	2	0	2	1	0	3	0	0	1	0	0	0	0	0	1	0	2	1	0	1	0	1	0	0	0	1	0	4	0	0	1	0	2	3	0	0	2	0	2	1	0	0	2	0	0	0	7	2	1
hsa-miR-106b-3p	1251	1780	431	1707	1020	969	625	538	307	602	780	306	198	180	60	127	235	13	4	548	109	1173	552	152	439	202	366	401	298	334	312	343	2217	131	242	260	335	429	418	279	420	293	340	1751	377	38	15	597	72	22	3	2656	1002	2441
hsa-miR-3179-2-5p	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6875-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-451a-5p	3	0	1	1	1	1	8	11	9	10	2	17	2	1	3	7	7	1	0	22	3	0	45	0	0	0	0	0	0	0	0	0	1	0	0	0	2	14	7	2	5	1	0	1	4	2	0	7	2	0	0	0	0	3
hsa-miR-548aa-2-3p	17	4	11	3	10	3	4	8	0	11	15	1	5	6	0	4	2	0	0	12	4	7	10	0	1	0	0	2	0	0	0	0	34	0	2	1	2	0	0	2	2	2	0	11	2	0	0	1	1	0	0	7	17	6
hsa-miR-1288-5p	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6882-5p	2	1	0	5	5	7	1	0	1	2	1	1	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	1	0	0	6	0	0	0	1	0	0	0	5	4	6
hsa-miR-373-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-562-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7157-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4315-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4688-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4488-5p	3	0	0	4	0	1	1	3	6	3	1	11	1	1	2	5	7	2	0	13	15	0	25	10	1	3	3	3	0	3	2	13	2	4	6	0	0	0	2	1	1	0	1	0	1	1	0	6	0	0	0	6	1	7
hsa-miR-6768-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4433b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-202-5p	0	0	0	1	0	0	0	1	5	0	0	7	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	1	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0
hsa-miR-4461-5p	5	3	1	1	0	0	0	2	0	3	3	0	0	0	0	4	3	2	0	4	1	2	12	0	1	0	2	0	0	1	0	2	8	0	0	1	0	0	0	1	0	1	0	3	2	0	0	1	0	0	0	9	1	5
hsa-miR-509-2-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4523-5p	0	2	2	2	3	3	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
hsa-miR-6877-5p	4	2	1	0	2	3	6	0	2	1	1	3	0	0	0	1	1	0	0	3	0	0	0	1	0	0	1	0	0	0	1	0	7	1	0	0	0	1	1	0	0	0	1	5	0	0	0	9	0	0	0	7	3	4
hsa-miR-26a-2-3p	28	6	20	9	15	24	2	1	4	3	35	8	1	0	0	2	0	0	0	2	1	29	3	7	7	1	4	4	3	3	6	10	9	7	1	3	13	8	0	2	16	5	5	11	2	3	0	3	1	0	0	23	31	23
hsa-miR-103a-1-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6837-3p	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	3
hsa-miR-3652-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	1	0	1	1	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-1281-3p	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6876-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548f-2-3p	36	60	47	44	49	31	6	9	3	13	36	23	7	2	2	2	3	0	0	6	5	64	10	3	5	3	3	3	3	2	3	5	30	8	4	6	13	12	1	2	1	5	4	24	6	0	1	2	3	0	0	29	17	42
hsa-miR-25-3p	13810	18592	4950	23819	11044	9193	7761	4059	2375	3871	8531	3982	1048	979	274	560	815	100	37	1939	619	20454	2139	855	3231	1435	2293	2067	1550	1397	1329	1842	20558	983	1145	1137	2214	2311	2759	2072	2116	1753	1654	15717	2510	497	206	2918	609	47	68	39884	15944	27893
hsa-miR-33b-5p	7	3	6	1	2	4	1	0	0	2	0	0	0	1	0	1	0	0	0	1	0	0	2	0	4	0	0	2	0	0	4	5	3	0	3	0	1	0	0	0	0	4	0	3	1	0	0	0	0	0	0	3	5	1
hsa-miR-3125-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
